Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,stat_inf_class,eigencentrality
JayaNata-y6b,JayaNata-y6b,1,0,1,0,0,0,0,64,276,0.00433
herihendriansyah2237,herihendriansyah2237,3,0,3,0,0,0,0,64,276,0.010004
Oreolagii,Oreolagii,0,1,1,1,1,1,0,64,276,0
aeth_rion,aeth_rion,0,1,1,1,1,1,0,64,276,0
idedeas,idedeas,0,1,1,1,1,1,0,63,59,0
Gratitudekuy,Gratitudekuy,1,0,1,0,0,0,0,63,59,0.002837
eyeblessing2166,eyeblessing2166,0,1,1,3,0.375,0.425926,0,85,276,0
Imamar-j7c,Imamar-j7c,3,1,4,2,0.533333,0.5625,0.000004,85,276,0.010004
reydhareydha7539,reydhareydha7539,0,5,5,1,1,1,0,104,60,0
azamattauqi8822,azamattauqi8822,1,0,1,0,0,0,0,104,60,0.002837
Ndrewstjan,Ndrewstjan,3,0,3,0,0,0,0,104,60,0.008511
mas_veel,mas_veel,4,0,4,0,0,0,0,104,60,0.012387
Heraloebss,Heraloebss,4,0,4,0,0,0,0,104,60,0.012387
tekarok007,tekarok007,4,0,4,0,0,0,0,104,60,0.012387
cucugoogle20,cucugoogle20,2,6,8,4,0.413793,0.524306,0,64,276,0.009938
cucugoogle20bukankah,cucugoogle20bukankah,1,0,1,0,0,0,0,64,276,0.00433
cucugoogle20Dalang,cucugoogle20Dalang,1,0,1,0,0,0,0,64,276,0.00433
cucugoogle20Kalau,cucugoogle20Kalau,1,0,1,0,0,0,0,64,276,0.00433
cucugoogle20Mengarang,cucugoogle20Mengarang,1,0,1,0,0,0,0,64,276,0.00433
cucugoogle20Berkali,cucugoogle20Berkali,1,0,1,0,0,0,0,64,276,0.00433
cucugoogle20Paham,cucugoogle20Paham,1,0,1,0,0,0,0,64,276,0.00433
cucugoogle20Sudah,cucugoogle20Sudah,1,0,1,0,0,0,0,64,276,0.00433
sopojarwo3483,sopojarwo3483,0,1,1,1,1,1,0,65,61,0
anonymus1412,anonymus1412,1,0,1,0,0,0,0,65,61,0.002837
ythbagindarajadewalordloeh7961,ythbagindarajadewalordloeh7961,0,1,1,1,1,1,0,66,62,0
MrNuganteng,MrNuganteng,1,0,1,0,0,0,0,66,62,0.002837
muhammadraafiputraarya,muhammadraafiputraarya,0,1,1,1,1,1,0,67,63,0
asiefhidayat8435,asiefhidayat8435,1,0,1,0,0,0,0,67,63,0.002837
yubprprem-g9q,yubprprem-g9q,0,2,2,1,1,1,0,69,65,0
AmangGerang,AmangGerang,1,0,1,0,0,0,0,69,65,0.002837
zahrulnimotv9269,zahrulnimotv9269,0,1,1,1,1,1,0,68,64,0
suhartosuharto40,suhartosuharto40,1,0,1,0,0,0,0,68,64,0.002837
nahnah20,nahnah20,0,6,6,2,0.875,0.928571,0,70,66,0
oppajj-yb9ug,oppajj-yb9ug,1,0,1,0,0,0,0,70,66,0.002837
Kurnia_ID,Kurnia_ID,1,0,1,0,0,0,0,69,65,0.002837
MelancholyRider,MelancholyRider,1,0,1,0,0,0,0,70,66,0.002837
masbagus276,masbagus276,0,1,1,2,0.666667,0.75,0,70,66,0
PunyaAntho,PunyaAntho,3,2,5,1,1,1,0,70,66,0.012264
masbagus276apalagi,masbagus276apalagi,1,0,1,0,0,0,0,70,66,0.00659
Ahloy01,Ahloy01,1,0,1,0,0,0,0,70,66,0.002837
MasKapeh-p8r,MasKapeh-p8r,1,0,1,0,0,0,0,70,66,0.002837
skuadrenghek,skuadrenghek,0,3,3,2,0.588235,0.65,0,85,276,0
ahyfamz8420,ahyfamz8420,1,0,1,0,0,0,0,85,276,0.002837
GrowUpper-z8i,GrowUpper-z8i,1,0,1,0,0,0,0,70,66,0.002837
forsaken3132,forsaken3132,0,1,1,1,1,1,0,71,67,0
ka_bimo,ka_bimo,1,0,1,0,0,0,0,71,67,0.002837
yusranaidil5267,yusranaidil5267,2,3,5,3,0.48,0.541667,0,72,276,0.009938
LLLLlll__0000Berarti,LLLLlll__0000Berarti,1,0,1,0,0,0,0,72,276,0.005608
yusranaidil5267dia,yusranaidil5267dia,1,0,1,0,0,0,0,72,276,0.00433
CigutE,CigutE,0,1,1,1,1,1,0,73,68,0
salmanalfis,salmanalfis,3,0,3,0,0,0,0,73,68,0.008511
puluthitam6615,puluthitam6615,0,1,1,1,1,1,0,73,68,0
tiasa6062,tiasa6062,0,1,1,1,1,1,0,73,68,0
Terataiyangberlumpur,Terataiyangberlumpur,0,1,1,1,1,1,0,74,69,0
Axabiruuu,Axabiruuu,1,0,1,0,0,0,0,74,69,0.002837
raMeMiKids,raMeMiKids,0,2,2,1,1,1,0,75,276,0
johanaffandi516,johanaffandi516,2,0,2,0,0,0,0,75,276,0.005674
rifqiardhie8496,rifqiardhie8496,0,4,4,1,1,1,0,75,276,0
aruna697,aruna697,0,1,1,1,1,1,0,75,276,0
ulfamariya03,ulfamariya03,2,0,2,0,0,0,0,75,276,0.005674
RDagung1140,RDagung1140,1,6,7,2,0.75,0.833333,0.000001,80,276,0.005608
sahrielnewbie9054,sahrielnewbie9054,2,2,4,3,0.45,0.5,0,80,276,0.009938
rasetyaka,rasetyaka,0,1,1,1,1,1,0,299,276,0
anastriutama7934,anastriutama7934,1,0,1,0,0,0,0,75,276,0.002837
Trondol-op7in,Trondol-op7in,0,2,2,2,0.75,0.833333,0,80,276,0
otomotiftag,otomotiftag,2,2,4,1,1,1,0,80,276,0.008176
Trondol-op7inhahah,Trondol-op7inhahah,1,0,1,0,0,0,0,80,276,0.005339
dinarnugraha715,dinarnugraha715,3,0,3,0,0,0,0,80,276,0.017299
SitiRumsiah-y7r,SitiRumsiah-y7r,1,1,2,0,0,0,0,76,70,0.004088
eskrimwatch09,eskrimwatch09,3,3,6,1,1,1,0.000001,110,276,0.016825
OsaPratama,OsaPratama,6,2,8,2,0.6,0.666667,0.000001,110,276,0.029815
afifnurwahyu6673,afifnurwahyu6673,0,2,2,2,0.666667,0.75,0,110,276,0
UtsuroShoyo,UtsuroShoyo,0,2,2,2,0.666667,0.75,0,110,276,0
yahahahayyuk9793,yahahahayyuk9793,0,4,4,3,0.583333,0.738095,0,110,276,0
eskrimwatch09kocak,eskrimwatch09kocak,1,0,1,0,0,0,0,110,276,0.002837
divagaming3970,divagaming3970,0,2,2,3,0.5,0.633333,0,110,276,0
eskrimwatch09maling,eskrimwatch09maling,1,0,1,0,0,0,0,110,276,0.002837
hellchemical,hellchemical,0,1,1,1,1,1,0,110,276,0
DewixArini,DewixArini,11,0,11,0,0,0,0,110,276,0.032246
LukeNolan378,LukeNolan378,0,3,3,1,1,1,0,110,276,0
netizenbola482,netizenbola482,0,2,2,1,1,1,0,110,276,0
LukeNolan378Astaghfirullah,LukeNolan378Astaghfirullah,1,0,1,0,0,0,0,110,276,0.002837
m.saidagil9808,m.saidagil9808,1,2,3,1,1,1,0,110,276,0.002837
netizenbola482banyak,netizenbola482banyak,1,0,1,0,0,0,0,110,276,0.003875
MuhammadRifki-t4x,MuhammadRifki-t4x,0,2,2,1,1,1,0,110,276,0
m.saidagil9808iya,m.saidagil9808iya,1,0,1,0,0,0,0,110,276,0.002837
Little_Sina,Little_Sina,0,2,2,1,1,1,0,110,276,0
LukeNolan378biang,LukeNolan378biang,1,0,1,0,0,0,0,110,276,0.002837
LoboraiVisualDesain,LoboraiVisualDesain,0,2,2,1,1,1,0,110,276,0
LukeNolan378bicara,LukeNolan378bicara,1,0,1,0,0,0,0,110,276,0.002837
updateinstink,updateinstink,0,2,2,1,1,1,0,110,276,0
hanakimi007,hanakimi007,0,1,1,1,1,1,0,110,276,0
MalistaChristy,MalistaChristy,0,3,3,1,1,1,0,271,276,0
LukeNolan378Lucu,LukeNolan378Lucu,1,0,1,0,0,0,0,271,276,0.002837
Sulastrianingrum,Sulastrianingrum,0,1,1,2,0.666667,0.75,0,80,276,0
iceblue1006,iceblue1006,4,2,6,1,1,1,0,80,276,0.018115
Sulastrianingrumlu,Sulastrianingrumlu,1,0,1,0,0,0,0,80,276,0.00811
FuruKazehay4,FuruKazehay4,0,1,1,1,1,1,0,77,71,0
kakangsultanarkan,kakangsultanarkan,1,0,1,0,0,0,0,77,71,0.002837
hendyhidayat7774,hendyhidayat7774,1,0,1,0,0,0,0,59,54,0.002837
gorgben-c4z,gorgben-c4z,1,3,4,1,1,1,0,78,73,0.005608
MochammadHufron-i1m,MochammadHufron-i1m,1,0,1,0,0,0,0,78,73,0.00433
Ruumiiiii,Ruumiiiii,1,3,4,2,0.8,0.875,0,79,72,0.005608
satyautama238,satyautama238,2,3,5,2,0.666667,0.75,0,79,72,0.009938
varissszz,varissszz,1,0,1,0,0,0,0,79,72,0.005608
satyautama238mau,satyautama238mau,1,0,1,0,0,0,0,79,72,0.00433
satyautama238meskipun,satyautama238meskipun,1,0,1,0,0,0,0,79,72,0.00433
RinoFebrian6,RinoFebrian6,0,1,1,2,0.6,0.666667,0,80,276,0
FaedahGaming,FaedahGaming,4,3,7,1,1,1,0.000001,80,276,0.018115
Kakak_singkong,Kakak_singkong,0,1,1,2,0.6,0.666667,0,80,276,0
RinoFebrian6tonton,RinoFebrian6tonton,1,0,1,0,0,0,0,80,276,0.00811
RDagung1140yak,RDagung1140yak,1,0,1,0,0,0,0,80,276,0.00811
FaedahGaminggabisa,FaedahGaminggabisa,1,0,1,0,0,0,0,80,276,0.00433
FaedahGamingmakanya,FaedahGamingmakanya,1,0,1,0,0,0,0,80,276,0.00433
kucingganteng3148,kucingganteng3148,2,2,4,2,0.6,0.666667,0,78,73,0.009938
kucingganteng3148iya,kucingganteng3148iya,1,0,1,0,0,0,0,78,73,0.00433
Ranzno4172,Ranzno4172,0,2,2,1,1,1,0,81,74,0
kareemGi09,kareemGi09,1,0,1,0,0,0,0,81,74,0.002837
sibibut,sibibut,0,1,1,1,1,1,0,82,75,0
AleenaNuaira,AleenaNuaira,1,0,1,0,0,0,0,82,75,0.002837
sayatretandanmuslim4433,sayatretandanmuslim4433,1,0,1,0,0,0,0,81,74,0.002837
DwiNay-l9k,DwiNay-l9k,0,1,1,1,1,1,0,42,37,0
cccmproject274,cccmproject274,5,7,12,2,0.652174,0.733333,0.000006,85,276,0.01955
sulaimanzen28,sulaimanzen28,2,0,2,0,0,0,0,85,276,0.011692
SuyitnoMistik,SuyitnoMistik,0,2,2,1,1,1,0,85,276,0
cccmproject274Halah,cccmproject274Halah,1,0,1,0,0,0,0,85,276,0.002837
kdmpresiden,kdmpresiden,1,2,3,1,1,1,0,87,76,0.005608
krizselfa7884,krizselfa7884,2,2,4,2,0.666667,0.75,0,87,76,0.009938
Naufal_32,Naufal_32,1,0,1,0,0,0,0,95,276,0.002837
siebenakai3344,siebenakai3344,2,5,7,2,0.777778,0.857143,0.000002,83,80,0.014377
CandraHermawan-b7n,CandraHermawan-b7n,4,2,6,1,1,1,0.000001,83,80,0.020431
siebenakai3344ada,siebenakai3344ada,1,0,1,0,0,0,0,83,80,0.008439
waflle.waffle,waflle.waffle,0,5,5,4,0.481481,0.621795,0,83,80,0
CandraHermawan-b7nAwokaowkw,CandraHermawan-b7nAwokaowkw,1,0,1,0,0,0,0,83,80,0.002837
CristiRonaldo71,CristiRonaldo71,0,1,1,2,0.666667,0.75,0,83,80,0
CandraHermawan-b7nlah,CandraHermawan-b7nlah,1,0,1,0,0,0,0,83,80,0.002837
heyahmadz,heyahmadz,3,2,5,3,0.466667,0.52381,0.000001,83,80,0.016343
AjiNugroho-b7w,AjiNugroho-b7w,3,3,6,3,0.538462,0.619048,0.000001,83,80,0.016343
AjiNugroho-b7wnaif,AjiNugroho-b7wnaif,1,0,1,0,0,0,0,83,80,0.006317
siebenakai3344kalau,siebenakai3344kalau,1,0,1,0,0,0,0,83,80,0.007188
AjiNugroho-b7wlu,AjiNugroho-b7wlu,1,0,1,0,0,0,0,83,80,0.006317
IbnuAmirudin-hl2br,IbnuAmirudin-hl2br,0,1,1,1,1,1,0,84,77,0
LidVicCh,LidVicCh,1,0,1,0,0,0,0,84,77,0.002837
mulyanadede5540,mulyanadede5540,24,8,32,1,1,1,0.000025,85,276,0.122101
ambro5529,ambro5529,0,1,1,2,0.533333,0.5625,0,85,276,0
NurmaBP,NurmaBP,0,1,1,2,0.533333,0.5625,0,85,276,0
armyindo4085,armyindo4085,2,2,4,3,0.517241,0.555556,0.000001,85,276,0.012731
NurmaBPsejarah,NurmaBPsejarah,1,0,1,0,0,0,0,85,276,0.036706
NurmaBPnah,NurmaBPnah,1,0,1,0,0,0,0,85,276,0.036706
syarifudinrahman-o8f,syarifudinrahman-o8f,1,2,3,3,0.517241,0.555556,0,85,276,0.008855
Imamar-j7cdarimana,Imamar-j7cdarimana,1,0,1,0,0,0,0,85,276,0.036706
ScoutMaster-p4n,ScoutMaster-p4n,1,5,6,4,0.4,0.469907,0.000004,85,276,0.002837
1nwb-4dnwssemoga,1nwb-4dnwssemoga,1,0,1,0,0,0,0,85,276,0.036706
teguhmaulana1238,teguhmaulana1238,1,1,2,2,0.533333,0.5625,0,85,276,0.002837
teguhmaulana1238analisa,teguhmaulana1238analisa,1,0,1,0,0,0,0,85,276,0.002837
teguhmaulana1238persepsi,teguhmaulana1238persepsi,1,0,1,0,0,0,0,85,276,0.036706
teguhmaulana1238ini,teguhmaulana1238ini,1,0,1,0,0,0,0,85,276,0.004088
buayaterbang8195,buayaterbang8195,0,2,2,2,0.5625,0.611111,0,85,276,0
cccmproject274yap,cccmproject274yap,1,0,1,0,0,0,0,85,276,0.002837
aldifirmansyah9398,aldifirmansyah9398,0,1,1,2,0.533333,0.5625,0,85,276,0
RMND1997,RMND1997,0,1,1,2,0.533333,0.5625,0,85,276,0
mazbrow2692,mazbrow2692,0,1,1,2,0.533333,0.5625,0,85,276,0
RMND1997kan,RMND1997kan,1,0,1,0,0,0,0,85,276,0.036706
antokarman2064,antokarman2064,0,2,2,2,0.5625,0.611111,0,85,276,0
cvdinamika9634,cvdinamika9634,0,11,11,2,0.677419,0.761905,0,235,276,0
ki_akbarkuspriadi,ki_akbarkuspriadi,0,2,2,2,0.5625,0.611111,0,85,276,0
syarifudinrahman-o8fYoi,syarifudinrahman-o8fYoi,1,0,1,0,0,0,0,85,276,0.002837
iloveuchanel7264,iloveuchanel7264,0,1,1,2,0.533333,0.5625,0,85,276,0
iloveuchanel7264asumsi,iloveuchanel7264asumsi,1,0,1,0,0,0,0,85,276,0.036706
novavolvo2767,novavolvo2767,0,1,1,2,0.533333,0.5625,0,85,276,0
teguhmaulana1238nah,teguhmaulana1238nah,1,0,1,0,0,0,0,24,276,0.004914
wandabtaa2812,wandabtaa2812,0,1,1,2,0.533333,0.5625,0,85,276,0
ksam8987,ksam8987,0,1,1,2,0.533333,0.5625,0,85,276,0
frye-l,frye-l,1,1,2,2,0.666667,0.75,0,83,80,0.002837
fizlaz397,fizlaz397,1,1,2,0,0,0,0,86,78,0.004088
kudakepang7324,kudakepang7324,1,0,1,0,0,0,0,87,76,0.00433
dananggeming1002,dananggeming1002,1,1,2,0,0,0,0,88,79,0.004088
wartimekillers,wartimekillers,3,2,5,1,1,1,0,83,80,0.013515
Nafis-cw3djsiapa,Nafis-cw3djsiapa,1,0,1,0,0,0,0,83,80,0.006803
imamel-muttaqin683,imamel-muttaqin683,0,1,1,2,0.666667,0.75,0,83,80,0
KMSPrinzEugenKMS,KMSPrinzEugenKMS,2,5,7,4,0.416667,0.485714,0.000005,233,276,0.014712
badihaitami,badihaitami,1,0,1,0,0,0,0,233,276,0.006352
yovisaputra2248,yovisaputra2248,1,1,2,0,0,0,0,89,81,0.004088
randaamanda6658,randaamanda6658,0,1,1,1,1,1,0,90,82,0
Ayah_Mia,Ayah_Mia,1,0,1,0,0,0,0,90,82,0.002837
prasetiochandra7141,prasetiochandra7141,2,2,4,5,0.29661,0.328095,0,233,276,0.012292
MrFan-,MrFan-,1,1,2,1,1,1,0,233,276,0.006352
BegitulahManusia,BegitulahManusia,3,9,12,1,1,1,0.000002,95,276,0.014269
davidfebriannatanael9363,davidfebriannatanael9363,1,0,1,0,0,0,0,95,276,0.006886
MichaelRodney-l6h,MichaelRodney-l6h,4,14,18,3,0.583333,0.671429,0.000013,131,276,0.022785
lelakiabad21,lelakiabad21,0,1,1,1,1,1,0,91,83,0
arullfraud7841,arullfraud7841,1,0,1,0,0,0,0,91,83,0.002837
Ytta-aja-m6g,Ytta-aja-m6g,0,1,1,1,1,1,0,92,84,0
sevenshield6377,sevenshield6377,1,0,1,0,0,0,0,92,84,0.002837
rifkynurhidayat6041,rifkynurhidayat6041,1,1,2,0,0,0,0,93,85,0.004088
PoetOfNowhere,PoetOfNowhere,0,2,2,1,1,1,0,95,276,0
cenghabil9244,cenghabil9244,2,0,2,0,0,0,0,95,276,0.009723
adzanni3585,adzanni3585,1,0,1,0,0,0,0,95,276,0.002837
lemineraloeelemin5489,lemineraloeelemin5489,0,1,1,1,1,1,0,94,86,0
TegarMaulana-h7j8e,TegarMaulana-h7j8e,1,0,1,0,0,0,0,94,86,0.002837
bociIkematian,bociIkematian,0,1,1,1,1,1,0,95,276,0
ahmadnafarin1657,ahmadnafarin1657,2,0,2,0,0,0,0,95,276,0.009723
bociIkematianastagfirullah,bociIkematianastagfirullah,1,0,1,0,0,0,0,95,276,0.006886
TheCigaretes,TheCigaretes,1,0,1,0,0,0,0,95,276,0.002837
sarangfilm6925,sarangfilm6925,1,1,2,2,0.533333,0.5625,0,95,276,0.006886
sarangfilm6925silahkan,sarangfilm6925silahkan,1,0,1,0,0,0,0,95,276,0.006886
purpurblock7770ANDA,purpurblock7770ANDA,1,0,1,0,0,0,0,95,276,0.006886
purpurblock7770MAAF,purpurblock7770MAAF,1,0,1,0,0,0,0,95,276,0.006886
ruhsani6112,ruhsani6112,1,1,2,0,0,0,0,96,87,0.004088
ArifRahman-7,ArifRahman-7,1,1,2,0,0,0,0,97,88,0.004088
EdwardxMD,EdwardxMD,0,1,1,1,1,1,0,98,89,0
maslimwijaya,maslimwijaya,1,0,1,0,0,0,0,98,89,0.002837
AldiAsida,AldiAsida,0,4,4,1,1,1,0,131,276,0
ag121-g2e,ag121-g2e,1,0,1,0,0,0,0,131,276,0.002837
trawassiantv,trawassiantv,0,3,3,1,1,1,0,131,276,0
SultanBlekok,SultanBlekok,1,0,1,0,0,0,0,131,276,0.002837
herdyansyah237,herdyansyah237,1,0,1,0,0,0,0,131,276,0.002837
ijustlearnhowtochange,ijustlearnhowtochange,0,1,1,1,1,1,0,99,90,0
farelsenda6214,farelsenda6214,1,0,1,0,0,0,0,99,90,0.002837
Kania956,Kania956,1,1,2,0,0,0,0,100,91,0.004088
emilryansyahputra8579,emilryansyahputra8579,0,2,2,1,1,1,0,101,92,0
Jek6969,Jek6969,1,0,1,0,0,0,0,101,92,0.002837
andrianto1653,andrianto1653,1,0,1,0,0,0,0,101,92,0.002837
funnyctty,funnyctty,1,1,2,0,0,0,0,102,93,0.004088
vellalouis,vellalouis,1,0,1,0,0,0,0,131,276,0.002837
atikaayu152,atikaayu152,0,1,1,1,1,1,0,103,94,0
bocah.ngawur,bocah.ngawur,2,0,2,0,0,0,0,103,94,0.005674
BosMili,BosMili,0,1,1,1,1,1,0,103,94,0
LaJarHidup,LaJarHidup,0,2,2,2,0.75,0.833333,0,38,276,0
doskibeasudara,doskibeasudara,1,0,1,0,0,0,0,38,276,0.002837
4lfi,4lfi,0,5,5,1,1,1,0,104,60,0
mskosasih2119,mskosasih2119,1,0,1,0,0,0,0,104,60,0.002837
kalingwadi,kalingwadi,1,2,3,1,1,1,0,106,96,0.005608
7kusanagi673,7kusanagi673,1,0,1,0,0,0,0,106,96,0.00433
diobrando8739,diobrando8739,0,1,1,1,1,1,0,105,95,0
PRAS1410,PRAS1410,2,0,2,0,0,0,0,105,95,0.005674
dimaswel,dimaswel,0,2,2,1,1,1,0,105,95,0
diobrando8739oligarki,diobrando8739oligarki,1,0,1,0,0,0,0,105,95,0.002837
MicroGSX,MicroGSX,0,6,6,3,0.727273,0.854167,0,271,276,0
devarain,devarain,1,0,1,0,0,0,0,271,276,0.002837
muhammadrajabhabibi9010,muhammadrajabhabibi9010,2,0,2,0,0,0,0,271,276,0.005674
Alien_Serpo,Alien_Serpo,0,7,7,1,1,1,0,271,276,0
fafafufu-k3r,fafafufu-k3r,0,1,1,1,1,1,0,271,276,0
kapalAir11,kapalAir11,2,0,2,0,0,0,0,271,276,0.005674
Monitoringchanel12,Monitoringchanel12,2,2,4,2,0.666667,0.75,0,106,96,0.009938
fajartriskiawan7056,fajartriskiawan7056,0,1,1,1,1,1,0,107,97,0
lily0229,lily0229,1,0,1,0,0,0,0,107,97,0.002837
ojolijil,ojolijil,1,1,2,2,0.666667,0.75,0,271,276,0.002837
AnisantiRennie,AnisantiRennie,1,0,1,0,0,0,0,271,276,0.002837
bytegame,bytegame,0,1,1,1,1,1,0,108,98,0
DeddyCorbuzier,DeddyCorbuzier,1,0,1,0,0,0,0,108,98,0.002837
telorswipt,telorswipt,0,2,2,1,1,1,0,188,276,0
AlexJaya-u8m,AlexJaya-u8m,1,0,1,0,0,0,0,188,276,0.002837
akhmad_pertama,akhmad_pertama,2,0,2,0,0,0,0,188,276,0.005674
dainbaimgame4757,dainbaimgame4757,0,3,3,2,0.636364,0.714286,0,188,276,0
WormaanEdunasha,WormaanEdunasha,0,2,2,1,1,1,0,271,276,0
FujiAmar,FujiAmar,2,0,2,0,0,0,0,271,276,0.005674
AnwarSaepul-y4u,AnwarSaepul-y4u,1,1,2,0,0,0,0,109,99,0.004088
ahmadmaulid2420,ahmadmaulid2420,6,0,6,0,0,0,0,110,276,0.023579
Jphanter,Jphanter,1,1,2,1,1,1,0,110,276,0.002837
tegarirwansyah8112,tegarirwansyah8112,0,2,2,1,1,1,0,110,276,0
eskrimwatch09butuh,eskrimwatch09butuh,1,0,1,0,0,0,0,110,276,0.002837
dulerachman639,dulerachman639,0,3,3,1,1,1,0,110,276,0
Jphanterente,Jphanterente,1,0,1,0,0,0,0,110,276,0.002837
Jphanternorek,Jphanternorek,1,0,1,0,0,0,0,110,276,0.002837
menotsundanot6164,menotsundanot6164,1,1,2,1,1,1,0,110,276,0.002837
Tjandra-w4x,Tjandra-w4x,1,0,1,0,0,0,0,271,276,0.002837
Gi-wc3ct,Gi-wc3ct,0,1,1,2,0.666667,0.75,0,131,276,0
syifanufit,syifanufit,3,1,4,1,1,1,0,131,276,0.008511
dewean06,dewean06,0,2,2,2,0.75,0.833333,0,131,276,0
adenovanjr1800,adenovanjr1800,0,2,2,2,0.75,0.833333,0,131,276,0
FransiscoSalieri,FransiscoSalieri,0,1,1,1,1,1,0,30,276,0
inikeren7016,inikeren7016,2,0,2,0,0,0,0,30,276,0.005674
junegeboy1,junegeboy1,0,1,1,1,1,1,0,111,100,0
rikofebriansyah2393,rikofebriansyah2393,1,0,1,0,0,0,0,111,100,0.002837
destia.a9814,destia.a9814,2,2,4,1,1,1,0,112,101,0.008176
Rhanix,Rhanix,0,1,1,2,0.666667,0.75,0,112,101,0
Rhanixmmmm,Rhanixmmmm,1,0,1,0,0,0,0,112,101,0.005339
tari-m8r,tari-m8r,1,1,2,0,0,0,0,113,102,0.004088
muhaimin2891,muhaimin2891,2,0,2,0,0,0,0,131,276,0.008789
fatkhanar-rizqi430,fatkhanar-rizqi430,0,1,1,1,1,1,0,131,276,0
javascoder,javascoder,0,1,1,1,1,1,0,114,103,0
mulyadi2206,mulyadi2206,1,0,1,0,0,0,0,114,103,0.002837
itillipang,itillipang,1,1,2,0,0,0,0,115,104,0.004088
barizaloka,barizaloka,0,1,1,1,1,1,0,116,105,0
HayyuSyihabofficial,HayyuSyihabofficial,1,0,1,0,0,0,0,116,105,0.002837
CHYROSSS,CHYROSSS,0,2,2,2,0.75,0.833333,0,129,106,0
silverbullet-x7g,silverbullet-x7g,2,2,4,1,1,1,0,129,106,0.008176
CHYROSSSada,CHYROSSSada,1,0,1,0,0,0,0,129,106,0.005339
lolopsaragi8328,lolopsaragi8328,0,1,1,1,1,1,0,117,107,0
anisusiati1305,anisusiati1305,1,0,1,0,0,0,0,117,107,0.002837
Vitto-Corleone16,Vitto-Corleone16,0,1,1,1,1,1,0,118,108,0
AhmadSaepul-c5d1i,AhmadSaepul-c5d1i,1,0,1,0,0,0,0,118,108,0.002837
juanho1946,juanho1946,2,1,3,1,1,1,0,131,276,0.011608
mbadesi7617,mbadesi7617,6,0,6,0,0,0,0,131,276,0.025982
Ulahsiapa46,Ulahsiapa46,0,2,2,1,1,1,0,131,276,0
hamzahfirdaus3459,hamzahfirdaus3459,0,1,1,1,1,1,0,131,276,0
ibnurusdi3013,ibnurusdi3013,0,1,1,1,1,1,0,131,276,0
AndreInsomnia1989,AndreInsomnia1989,0,2,2,1,1,1,0,131,276,0
ibnurusdi3013Loe,ibnurusdi3013Loe,1,0,1,0,0,0,0,131,276,0.002837
FoundingFunn,FoundingFunn,1,1,2,0,0,0,0,119,109,0.004088
VeldaNavats,VeldaNavats,0,3,3,1,1,1,0,299,276,0
aku.danwaifuku,aku.danwaifuku,1,0,1,0,0,0,0,299,276,0.002837
ravemongaming_reborn,ravemongaming_reborn,0,1,1,1,1,1,0,120,110,0
raddin0973,raddin0973,1,0,1,0,0,0,0,120,110,0.002837
meowmelow100,meowmelow100,1,2,3,1,1,1,0,121,111,0.005608
xsteve784,xsteve784,2,2,4,2,0.666667,0.75,0,121,111,0.009938
comradealfa_,comradealfa_,0,3,3,2,0.8,0.875,0,126,116,0
IbraRock2,IbraRock2,1,0,1,0,0,0,0,126,116,0.002837
mirzaputra64,mirzaputra64,0,1,1,1,1,1,0,122,112,0
nielsenkansil,nielsenkansil,1,0,1,0,0,0,0,122,112,0.002837
AgusPrayitno-e6e,AgusPrayitno-e6e,1,0,1,0,0,0,0,121,111,0.00433
PedagangBiasa,PedagangBiasa,0,1,1,2,0.666667,0.75,0,123,113,0
satwikafajarargiono,satwikafajarargiono,2,2,4,1,1,1,0,123,113,0.008176
PedagangBiasawallaahua,PedagangBiasawallaahua,1,0,1,0,0,0,0,123,113,0.005339
AndiFav,AndiFav,0,2,2,1,1,1,0,150,276,0
AttarRayyan-q1v,AttarRayyan-q1v,1,0,1,0,0,0,0,150,276,0.002837
oxAkatsubakixo,oxAkatsubakixo,0,1,1,1,1,1,0,124,114,0
user234aqwdf,user234aqwdf,1,0,1,0,0,0,0,124,114,0.002837
healingteroossss5696,healingteroossss5696,1,1,2,2,0.571429,0.625,0,240,276,0.002837
rlynaa,rlynaa,6,3,9,1,1,1,0.000002,240,276,0.019099
raditfals,raditfals,0,2,2,2,0.625,0.7,0,240,276,0
healingteroossss5696yg,healingteroossss5696yg,1,0,1,0,0,0,0,240,276,0.002837
jeffreyyuh.5283,jeffreyyuh.5283,0,2,2,2,0.625,0.7,0,240,276,0
1kysaputra,1kysaputra,0,1,1,2,0.571429,0.625,0,240,276,0
anasnasihin8899,anasnasihin8899,1,7,8,2,0.733333,0.818182,0.000001,240,276,0.002837
sonicxx_77,sonicxx_77,0,2,2,3,0.5,0.555556,0,240,276,0
Molina-z2u,Molina-z2u,0,1,1,1,1,1,0,125,115,0
hayser7340,hayser7340,2,0,2,0,0,0,0,125,115,0.005674
ardyhenderlan3263,ardyhenderlan3263,0,1,1,1,1,1,0,125,115,0
taufan9727,taufan9727,2,2,4,1,1,1,0,126,116,0.008176
comradealfa_suaranya,comradealfa_suaranya,1,0,1,0,0,0,0,126,116,0.005339
fazaqlc,fazaqlc,1,0,1,0,0,0,0,126,116,0.002837
samuelwidjaja6788,samuelwidjaja6788,0,1,1,1,1,1,0,127,117,0
titik.balik.videos,titik.balik.videos,1,0,1,0,0,0,0,127,117,0.002837
