Source,Target,Type,Id,Label,Weight
frye-l,wartimekillers,Directed,523,,1
imamel-muttaqin683,wartimekillers,Directed,524,,1
KMSPrinzEugenKMS,badihaitami,Directed,525,,1
yovisaputra2248,yovisaputra2248,Directed,526,,1
randaamanda6658,Ayah_Mia,Directed,527,,1
KMSPrinzEugenKMS,prasetiochandra7141,Directed,528,,1
prasetiochandra7141,prasetiochandra7141,Directed,529,,1
prasetiochandra7141,KMSPrinzEugenKMS,Directed,530,,1
KMSPrinzEugenKMS,MrFan-,Directed,531,,1
BegitulahManusia,davidfebriannatanael9363,Directed,532,,1
KMSPrinzEugenKMS,MichaelRodney-l6h,Directed,533,,1
MichaelRodney-l6h,MichaelRodney-l6h,Directed,534,,1
MichaelRodney-l6h,KMSPrinzEugenKMS,Directed,535,,1
lelakiabad21,arullfraud7841,Directed,536,,1
Ytta-aja-m6g,sevenshield6377,Directed,537,,1
rifkynurhidayat6041,rifkynurhidayat6041,Directed,538,,1
PoetOfNowhere,cenghabil9244,Directed,539,,1
BegitulahManusia,cenghabil9244,Directed,540,,1
PoetOfNowhere,adzanni3585,Directed,541,,1
lemineraloeelemin5489,TegarMaulana-h7j8e,Directed,542,,1
bociIkematian,ahmadnafarin1657,Directed,543,,1
BegitulahManusia,ahmadnafarin1657,Directed,544,,1
BegitulahManusia,bociIkematianastagfirullah,Directed,545,,1
purpurblock7770,TheCigaretes,Directed,546,,1
sarangfilm6925,BegitulahManusia,Directed,547,,1
purpurblock7770,BegitulahManusia,Directed,548,,1
BegitulahManusia,BegitulahManusia,Directed,549,,1
BegitulahManusia,sarangfilm6925silahkan,Directed,550,,1
BegitulahManusia,sarangfilm6925,Directed,551,,1
BegitulahManusia,purpurblock7770ANDA,Directed,552,,1
BegitulahManusia,purpurblock7770MAAF,Directed,553,,1
ruhsani6112,ruhsani6112,Directed,554,,1
ArifRahman-7,ArifRahman-7,Directed,555,,1
EdwardxMD,maslimwijaya,Directed,556,,1
AldiAsida,ag121-g2e,Directed,557,,1
trawassiantv,SultanBlekok,Directed,558,,1
trawassiantv,herdyansyah237,Directed,559,,1
ijustlearnhowtochange,farelsenda6214,Directed,560,,1
Kania956,Kania956,Directed,561,,1
emilryansyahputra8579,Jek6969,Directed,562,,1
emilryansyahputra8579,andrianto1653,Directed,563,,1
funnyctty,funnyctty,Directed,564,,1
AldiAsida,vellalouis,Directed,565,,1
atikaayu152,bocah.ngawur,Directed,566,,1
BosMili,bocah.ngawur,Directed,567,,1
LaJarHidup,doskibeasudara,Directed,568,,1
4lfi,mskosasih2119,Directed,569,,1
4lfi,Ndrewstjan,Directed,570,,1
4lfi,mas_veel,Directed,571,,1
4lfi,Heraloebss,Directed,572,,1
4lfi,tekarok007,Directed,573,,1
kalingwadi,7kusanagi673,Directed,574,,1
diobrando8739,PRAS1410,Directed,575,,1
dimaswel,PRAS1410,Directed,576,,1
dimaswel,diobrando8739oligarki,Directed,577,,1
MicroGSX,devarain,Directed,578,,1
MicroGSX,muhammadrajabhabibi9010,Directed,579,,1
Alien_Serpo,muhammadrajabhabibi9010,Directed,580,,1
fafafufu-k3r,kapalAir11,Directed,581,,1
MicroGSX,kapalAir11,Directed,582,,1
kalingwadi,Monitoringchanel12,Directed,583,,1
Monitoringchanel12,Monitoringchanel12,Directed,584,,1
Monitoringchanel12,kalingwadi,Directed,585,,1
fajartriskiawan7056,lily0229,Directed,586,,1
ojolijil,ferryirwandi,Directed,587,,1
MicroGSX,ojolijil,Directed,588,,1
MicroGSX,AnisantiRennie,Directed,589,,1
bytegame,DeddyCorbuzier,Directed,590,,1
telorswipt,AlexJaya-u8m,Directed,591,,1
telorswipt,akhmad_pertama,Directed,592,,1
dainbaimgame4757,akhmad_pertama,Directed,593,,1
WormaanEdunasha,FujiAmar,Directed,594,,1
MicroGSX,FujiAmar,Directed,595,,1
AnwarSaepul-y4u,AnwarSaepul-y4u,Directed,596,,1
eskrimwatch09,ahmadmaulid2420,Directed,597,,1
Jphanter,ahmadmaulid2420,Directed,598,,1
tegarirwansyah8112,ahmadmaulid2420,Directed,599,,1
tegarirwansyah8112,eskrimwatch09butuh,Directed,600,,1
dulerachman639,ahmadmaulid2420,Directed,601,,1
dulerachman639,Jphanter,Directed,602,,1
dulerachman639,Jphanterente,Directed,603,,1
TutikDjanah,ahmadmaulid2420,Directed,604,,1
TutikDjanah,Jphanternorek,Directed,605,,1
menotsundanot6164,ahmadmaulid2420,Directed,606,,1
TutikDjanah,menotsundanot6164,Directed,607,,1
WormaanEdunasha,Tjandra-w4x,Directed,608,,1
Gi-wc3ct,syifanufit,Directed,609,,1
dewean06,syifanufit,Directed,610,,1
adenovanjr1800,syifanufit,Directed,611,,1
FransiscoSalieri,inikeren7016,Directed,612,,1
Enohx01,inikeren7016,Directed,613,,1
junegeboy1,rikofebriansyah2393,Directed,614,,1
destia.a9814,destia.a9814,Directed,615,,1
Rhanix,destia.a9814,Directed,616,,1
destia.a9814,Rhanixmmmm,Directed,617,,1
tari-m8r,tari-m8r,Directed,618,,1
syifanufit,muhaimin2891,Directed,619,,1
fatkhanar-rizqi430,muhaimin2891,Directed,620,,1
javascoder,mulyadi2206,Directed,621,,1
itillipang,itillipang,Directed,622,,1
barizaloka,HayyuSyihabofficial,Directed,623,,1
CHYROSSS,silverbullet-x7g,Directed,624,,1
silverbullet-x7g,silverbullet-x7g,Directed,625,,1
silverbullet-x7g,CHYROSSSada,Directed,626,,1
lolopsaragi8328,anisusiati1305,Directed,627,,1
Vitto-Corleone16,AhmadSaepul-c5d1i,Directed,628,,1
juanho1946,mbadesi7617,Directed,629,,1
Ulahsiapa46,mbadesi7617,Directed,630,,1
Ulahsiapa46,juanho1946,Directed,631,,1
hamzahfirdaus3459,mbadesi7617,Directed,632,,1
MichaelRodney-l6h,mbadesi7617,Directed,633,,1
MichaelRodney-l6h,juanho1946,Directed,634,,1
ibnurusdi3013,mbadesi7617,Directed,635,,1
AndreInsomnia1989,mbadesi7617,Directed,636,,1
AndreInsomnia1989,ibnurusdi3013Loe,Directed,637,,1
FoundingFunn,FoundingFunn,Directed,638,,1
VeldaNavats,aku.danwaifuku,Directed,639,,1
ravemongaming_reborn,raddin0973,Directed,640,,1
meowmelow100,xsteve784,Directed,641,,1
xsteve784,xsteve784,Directed,642,,1
xsteve784,meowmelow100,Directed,643,,1
comradealfa_,IbraRock2,Directed,644,,1
mirzaputra64,nielsenkansil,Directed,645,,1
meowmelow100,AgusPrayitno-e6e,Directed,646,,1
PedagangBiasa,satwikafajarargiono,Directed,647,,1
satwikafajarargiono,satwikafajarargiono,Directed,648,,1
satwikafajarargiono,PedagangBiasawallaahua,Directed,649,,1
AndiFav,AttarRayyan-q1v,Directed,650,,1
oxAkatsubakixo,user234aqwdf,Directed,651,,1
healingteroossss5696,rlynaa,Directed,652,,1
raditfals,rlynaa,Directed,653,,1
raditfals,healingteroossss5696yg,Directed,654,,1
jeffreyyuh.5283,rlynaa,Directed,655,,1
jeffreyyuh.5283,healingteroossss5696,Directed,656,,1
1kysaputra,rlynaa,Directed,657,,1
anasnasihin8899,rlynaa,Directed,658,,1
sonicxx_77,rlynaa,Directed,659,,1
sonicxx_77,anasnasihin8899,Directed,660,,1
Molina-z2u,hayser7340,Directed,661,,1
ardyhenderlan3263,hayser7340,Directed,662,,1
comradealfa_,taufan9727,Directed,663,,1
taufan9727,taufan9727,Directed,664,,1
taufan9727,comradealfa_suaranya,Directed,665,,1
comradealfa_,fazaqlc,Directed,666,,1
samuelwidjaja6788,titik.balik.videos,Directed,667,,1
sammtan-xena,sammtan-xena,Directed,668,,1
CHYROSSS,rootte4m296,Directed,669,,1
ikatanwartawanIndonesia,ArdiPradita,Directed,670,,1
sultankimjongun6230,ArdiPradita,Directed,671,,1
Anginpusakamalam,ArdiPradita,Directed,672,,1
Anginpusakamalam,sultankimjongun6230justru,Directed,673,,1
wepe92,ArdiPradita,Directed,674,,1
wepe92,sultankimjongun6230buzzer,Directed,675,,1
edarren_ano5548,ArdiPradita,Directed,676,,1
edarren_ano5548,sultankimjongun6230BACOT,Directed,677,,1
AdamNsn15,ArdiPradita,Directed,678,,1
AdamNsn15,sultankimjongun6230,Directed,679,,1
WIRO-SABLENG171,ArdiPradita,Directed,680,,1
Hendi688,ArdiPradita,Directed,681,,1
gulalipelangii,ArdiPradita,Directed,682,,1
gulalipelangii,sultankimjongun6230buzzer,Directed,683,,1
loox5227,SenandungTanpaIrama,Directed,684,,1
alvinhidayat6583,alvinhidayat6583,Directed,685,,1
AkbarAkbar-zz8is,alvinhidayat6583,Directed,686,,1
AkbarAkbar-zz8is,alvinhidayat6583bang,Directed,687,,1
domgeee,alvinhidayat6583,Directed,688,,1
domgeee,alvinhidayat6583sepi,Directed,689,,1
domgeee,alvinhidayat6583oiya,Directed,690,,1
alvinhidayat6583,domgeeega,Directed,691,,1
SateliteSeven,EkaGustiwanaOfficial,Directed,692,,1
rickibudisetiyono8978,EkaGustiwanaOfficial,Directed,693,,1
ClashMagic1,EkaGustiwanaOfficial,Directed,694,,1
ikatanwartawanIndonesia,EkaGustiwanaOfficial,Directed,695,,1
srproductionpasuruan1333,EkaGustiwanaOfficial,Directed,696,,1
yannuyustian,EkaGustiwanaOfficial,Directed,697,,1
tukangracun-yz7fl,EkaGustiwanaOfficial,Directed,698,,1
Aglaonemagank2,EkaGustiwanaOfficial,Directed,699,,1
naaey,EkaGustiwanaOfficial,Directed,700,,1
anonim5800,EkaGustiwanaOfficial,Directed,701,,1
pymmymini,EkaGustiwanaOfficial,Directed,702,,1
irfanfahmi1342,EkaGustiwanaOfficial,Directed,703,,1
Caninarah,EkaGustiwanaOfficial,Directed,704,,1
sultankimjongun6230,EkaGustiwanaOfficial,Directed,705,,1
myconurdiansyah6206,EkaGustiwanaOfficial,Directed,706,,1
myconurdiansyah6206,Caninarahlu,Directed,707,,1
FajarsantikaRailfans,EkaGustiwanaOfficial,Directed,708,,1
FajarsantikaRailfans,Caninarah,Directed,709,,1
CandraGumilang-o3n,EkaGustiwanaOfficial,Directed,710,,1
wpratiwi28,EkaGustiwanaOfficial,Directed,711,,1
daniprimayuda8168,EkaGustiwanaOfficial,Directed,712,,1
daniprimayuda8168,Caninarah,Directed,713,,1
fariedbahreisy,EkaGustiwanaOfficial,Directed,714,,1
KhususKontak-e9u,EkaGustiwanaOfficial,Directed,715,,1
solehnakir8810,EkaGustiwanaOfficial,Directed,716,,1
alfred714,EkaGustiwanaOfficial,Directed,717,,1
HokiAgata,EkaGustiwanaOfficial,Directed,718,,1
MoneyDetectiveUS,EkaGustiwanaOfficial,Directed,719,,1
MoneyDetectiveUS,Caninarahlu,Directed,720,,1
MoneyDetectiveUS,Caninarahahtaek,Directed,721,,1
sugengmartono461,EkaGustiwanaOfficial,Directed,722,,1
sugengmartono461,sultankimjongun6230justru,Directed,723,,1
vickyprasna9665,EkaGustiwanaOfficial,Directed,724,,1
irfanfahmi1342,CaninarahHADEH,Directed,725,,1
pasuruan-x,EkaGustiwanaOfficial,Directed,726,,1
ancesbiru-s2e,EkaGustiwanaOfficial,Directed,727,,1
ancesbiru-s2e,Caninarah,Directed,728,,1
apungsidik9752,EkaGustiwanaOfficial,Directed,729,,1
andrifathurahman,EkaGustiwanaOfficial,Directed,730,,1
andrifathurahman,sultankimjongun6230buzeer,Directed,731,,1
lucasabsor8310,EkaGustiwanaOfficial,Directed,732,,1
lucasabsor8310,sultankimjongun6230tai,Directed,733,,1
ariwijayooo,EkaGustiwanaOfficial,Directed,734,,1
rakharizqiaramadhan4524,EkaGustiwanaOfficial,Directed,735,,1
rahayuagrie4817,EkaGustiwanaOfficial,Directed,736,,1
zoelkh,EkaGustiwanaOfficial,Directed,737,,1
overheard0203,EkaGustiwanaOfficial,Directed,738,,1
Tim_Media_Desa_Lendang_Ara,EkaGustiwanaOfficial,Directed,739,,1
BangkitKrisbiantoro,EkaGustiwanaOfficial,Directed,740,,1
Rizqirtrt,EkaGustiwanaOfficial,Directed,741,,1
Rizqirtrt,BangkitKrisbiantoroUU,Directed,742,,1
DWIPUNKSI21,EkaGustiwanaOfficial,Directed,743,,1
DWIPUNKSI21,sultankimjongun6230buzzer,Directed,744,,1
raka9980,EkaGustiwanaOfficial,Directed,745,,1
raka9980,Caninarah,Directed,746,,1
aqilafn25,EkaGustiwanaOfficial,Directed,747,,1
DenyyNan,EkaGustiwanaOfficial,Directed,748,,1
DenyyNan,sultankimjongun6230goblok,Directed,749,,1
YusufEkaPradana,EkaGustiwanaOfficial,Directed,750,,1
damnbrohehe,EkaGustiwanaOfficial,Directed,751,,1
AnaMariaSusilo,EkaGustiwanaOfficial,Directed,752,,1
trawassiantv,EkaGustiwanaOfficial,Directed,753,,1
AldiAsida,EkaGustiwanaOfficial,Directed,754,,1
AldiAsida,trawassiantvbersyukur,Directed,755,,1
ferryirwandi,EkaGustiwanaOfficial,Directed,756,,1
Xdghks,EkaGustiwanaOfficial,Directed,757,,1
laileonardo07,EkaGustiwanaOfficial,Directed,758,,1
AkzaLana,EkaGustiwanaOfficial,Directed,759,,1
gilangdian3981,EkaGustiwanaOfficial,Directed,760,,1
adamnakaturi7625,EkaGustiwanaOfficial,Directed,761,,1
hafiz_banjartomim,EkaGustiwanaOfficial,Directed,762,,1
muklissaputrasparkyu7082,EkaGustiwanaOfficial,Directed,763,,1
muklissaputrasparkyu7082,ferryirwandiPenunggang,Directed,764,,1
MichaelRodney-l6h,EkaGustiwanaOfficial,Directed,765,,1
MichaelRodney-l6h,tukangracun-yz7fl,Directed,766,,1
putrakudus5198,EkaGustiwanaOfficial,Directed,767,,1
RJstudiomusikcondet,EkaGustiwanaOfficial,Directed,768,,1
rizkyputraarief2861,EkaGustiwanaOfficial,Directed,769,,1
MrFan-,EkaGustiwanaOfficial,Directed,770,,1
victory2908,EkaGustiwanaOfficial,Directed,771,,1
MichaelRodney-l6h,RJstudiomusikcondet,Directed,772,,1
FaizIswanto,EkaGustiwanaOfficial,Directed,773,,1
gizbluez,EkaGustiwanaOfficial,Directed,774,,1
compunkcampinkk,EkaGustiwanaOfficial,Directed,775,,1
hadizulfikri3696,EkaGustiwanaOfficial,Directed,776,,1
BangKibao,EkaGustiwanaOfficial,Directed,777,,1
edwardsorongbarat5380,EkaGustiwanaOfficial,Directed,778,,1
edwardsorongbarat5380,daniprimayuda8168,Directed,779,,1
adenovanjr1800,EkaGustiwanaOfficial,Directed,780,,1
may_storie8461,EkaGustiwanaOfficial,Directed,781,,1
Biden_Fisabilillah,EkaGustiwanaOfficial,Directed,782,,1
irmalestarimashudi4585,EkaGustiwanaOfficial,Directed,783,,1
irmalestarimashudi4585,sultankimjongun6230ehhhh,Directed,784,,1
immegustaa661,EkaGustiwanaOfficial,Directed,785,,1
AbdulHalim-re6ln,EkaGustiwanaOfficial,Directed,786,,1
adena774,EkaGustiwanaOfficial,Directed,787,,1
paulo-v1u5r,EkaGustiwanaOfficial,Directed,788,,1
paulo-v1u5r,sultankimjongun6230nah,Directed,789,,1
truepoint8161,EkaGustiwanaOfficial,Directed,790,,1
truepoint8161,BangkitKrisbiantorobodo,Directed,791,,1
utomo2451,EkaGustiwanaOfficial,Directed,792,,1
LoveYourself-w,EkaGustiwanaOfficial,Directed,793,,1
chachalova09,EkaGustiwanaOfficial,Directed,794,,1
chachalova09,sultankimjongun6230HAHAHAHA,Directed,795,,1
putrabayu56,EkaGustiwanaOfficial,Directed,796,,1
putrabayu56,sultankimjongun6230blog,Directed,797,,1
perkan-q6y,EkaGustiwanaOfficial,Directed,798,,1
firmanhelian9980,EkaGustiwanaOfficial,Directed,799,,1
fikhidayat1690,EkaGustiwanaOfficial,Directed,800,,1
fikhidayat1690,sultankimjongun6230ini,Directed,801,,1
yow-g7o,EkaGustiwanaOfficial,Directed,802,,1
lethalova557,EkaGustiwanaOfficial,Directed,803,,1
lethalova557,sultankimjongun6230,Directed,804,,1
PockPix,EkaGustiwanaOfficial,Directed,805,,1
Firman-o5z,EkaGustiwanaOfficial,Directed,806,,1
Firman-o5z,sultankimjongun6230ini,Directed,807,,1
Mrkttobvcrty-vx2wl,EkaGustiwanaOfficial,Directed,808,,1
oranggabuuuut,EkaGustiwanaOfficial,Directed,809,,1
ahmadfaizin8133,EkaGustiwanaOfficial,Directed,810,,1
ahmadfaizin8133,sultankimjongun6230,Directed,811,,1
cccmproject274,EkaGustiwanaOfficial,Directed,812,,1
KhoirulAmri-w3h,EkaGustiwanaOfficial,Directed,813,,1
pembelajar987,EkaGustiwanaOfficial,Directed,814,,1
moonlight7155-e7j,EkaGustiwanaOfficial,Directed,815,,1
moonlight7155-e7j,sultankimjongun6230,Directed,816,,1
ichaell51,EkaGustiwanaOfficial,Directed,817,,1
ichaell51,sultankimjongun6230termul,Directed,818,,1
ichaell51,sultankimjongun6230,Directed,819,,1
NugrohoDuta,EkaGustiwanaOfficial,Directed,820,,1
NugrohoDuta,FajarsantikaRailfanstolol,Directed,821,,1
user-k-n5i,EkaGustiwanaOfficial,Directed,822,,1
user-k-n5i,sultankimjongun6230heleh,Directed,823,,1
umar_thalib,EkaGustiwanaOfficial,Directed,824,,1
umar_thalib,sultankimjongun6230buzzer,Directed,825,,1
yuninoviyanti7382,EkaGustiwanaOfficial,Directed,826,,1
yuninoviyanti7382,sultankimjongun6230pretttt,Directed,827,,1
AfterParty-l4i,EkaGustiwanaOfficial,Directed,828,,1
rickyandryanto8329,EkaGustiwanaOfficial,Directed,829,,1
rickyandryanto8329,ferryirwandimsuk,Directed,830,,1
DaunPisang57491,EkaGustiwanaOfficial,Directed,831,,1
febrieka4845,EkaGustiwanaOfficial,Directed,832,,1
netidarneti8940,EkaGustiwanaOfficial,Directed,833,,1
netidarneti8940,sultankimjongun6230,Directed,834,,1
christopermusadi,EkaGustiwanaOfficial,Directed,835,,1
farrahmanazis577,EkaGustiwanaOfficial,Directed,836,,1
farrahmanazis577,sultankimjongun6230lho2,Directed,837,,1
Adadech5603,EkaGustiwanaOfficial,Directed,838,,1
Adadech5603,MichaelRodney-l6h,Directed,839,,1
HokiAgata,Grog-frogNGOMONG,Directed,840,,1
AdamNsn15,EkaGustiwanaOfficial,Directed,841,,1
AdamNsn15,ferryirwandi,Directed,842,,1
raniahisanah2875,EkaGustiwanaOfficial,Directed,843,,1
raniahisanah2875,sultankimjongun6230ya,Directed,844,,1
rpsetyo,EkaGustiwanaOfficial,Directed,845,,1
wanchester8,EkaGustiwanaOfficial,Directed,846,,1
adroimaulana,EkaGustiwanaOfficial,Directed,847,,1
gabrielprananda3274,EkaGustiwanaOfficial,Directed,848,,1
gabrielprananda3274,SateliteSevenya,Directed,849,,1
ranggonowilis363,EkaGustiwanaOfficial,Directed,850,,1
rinaldim8922,EkaGustiwanaOfficial,Directed,851,,1
warismoney_ind,EkaGustiwanaOfficial,Directed,852,,1
cucugoogle20,EkaGustiwanaOfficial,Directed,853,,1
cucugoogle20,CandraGumilang-o3n,Directed,854,,1
akbaryrmdhn,EkaGustiwanaOfficial,Directed,855,,1
akbaryrmdhn,sultankimjongun6230lu,Directed,856,,1
ScoutMaster-p4n,EkaGustiwanaOfficial,Directed,857,,1
jurnalabikara,EkaGustiwanaOfficial,Directed,858,,1
jurnalabikara,ScoutMaster-p4nudah,Directed,859,,1
bintangprasetheotamba7535,EkaGustiwanaOfficial,Directed,860,,1
bintangprasetheotamba7535,Caninarahlu,Directed,861,,1
rajaduniaakhirat,EkaGustiwanaOfficial,Directed,862,,1
risqisyaifulloh3437,EkaGustiwanaOfficial,Directed,863,,1
risqisyaifulloh3437,ferryirwandihttps,Directed,864,,1
pengembangandirinmotivasi6279,EkaGustiwanaOfficial,Directed,865,,1
pengembangandirinmotivasi6279,ferryirwandi,Directed,866,,1
fidiaalfiani8464,EkaGustiwanaOfficial,Directed,867,,1
fidiaalfiani8464,sultankimjongun6230ati2,Directed,868,,1
naqirasquad,EkaGustiwanaOfficial,Directed,869,,1
naqirasquad,sultankimjongun6230,Directed,870,,1
fisz.,EkaGustiwanaOfficial,Directed,871,,1
wsurayarisurya8781,EkaGustiwanaOfficial,Directed,872,,1
wsurayarisurya8781,sultankimjongun6230nih,Directed,873,,1
rifkiilham3474,EkaGustiwanaOfficial,Directed,874,,1
zhonydep2742,EkaGustiwanaOfficial,Directed,875,,1
zhonydep2742,sultankimjongun6230wah,Directed,876,,1
rianyzen1153,EkaGustiwanaOfficial,Directed,877,,1
rianyzen1153,sultankimjongun6230,Directed,878,,1
sanata2015,EkaGustiwanaOfficial,Directed,879,,1
sanata2015,CandraGumilang-o3nbang,Directed,880,,1
irenelidyafransiscamanewus5822,EkaGustiwanaOfficial,Directed,881,,1
LukeNolan378,EkaGustiwanaOfficial,Directed,882,,1
Bayupmp21,EkaGustiwanaOfficial,Directed,883,,1
arieauliafikri7970,EkaGustiwanaOfficial,Directed,884,,1
arieauliafikri7970,sultankimjongun6230,Directed,885,,1
crossix1568,EkaGustiwanaOfficial,Directed,886,,1
crossix1568,sultankimjongun6230wkwkwkwkwwwkwk....,Directed,887,,1
crossix1568,HokiAgatatujuannya,Directed,888,,1
dewean06,EkaGustiwanaOfficial,Directed,889,,1
syarwani1449,EkaGustiwanaOfficial,Directed,890,,1
Dd_Channel77,EkaGustiwanaOfficial,Directed,891,,1
tyoprastyo5298,EkaGustiwanaOfficial,Directed,892,,1
tyoprastyo5298,sultankimjongun6230akun,Directed,893,,1
coconutoil6933,EkaGustiwanaOfficial,Directed,894,,1
tinarustiana7724,EkaGustiwanaOfficial,Directed,895,,1
thebestmamita,EkaGustiwanaOfficial,Directed,896,,1
thebestmamita,AnaMariaSusilobisa,Directed,897,,1
charlibernando7917,EkaGustiwanaOfficial,Directed,898,,1
Thecerdas,EkaGustiwanaOfficial,Directed,899,,1
kucingmanis6265,EkaGustiwanaOfficial,Directed,900,,1
kucingmanis6265,sultankimjongun6230inalillaahi,Directed,901,,1
gunawanwijaya8608,EkaGustiwanaOfficial,Directed,902,,1
nomanaplshelp,EkaGustiwanaOfficial,Directed,903,,1
kucingHitam-mk,EkaGustiwanaOfficial,Directed,904,,1
Lycrois69,EkaGustiwanaOfficial,Directed,905,,1
Lycrois69,sultankimjongun6230,Directed,906,,1
magdalenarl2296,EkaGustiwanaOfficial,Directed,907,,1
FatikaMaulida,EkaGustiwanaOfficial,Directed,908,,1
Don69Know,EkaGustiwanaOfficial,Directed,909,,1
mughisabiyilubis5698,EkaGustiwanaOfficial,Directed,910,,1
BasriLana,EkaGustiwanaOfficial,Directed,911,,1
BasriLana,sultankimjongun6230,Directed,912,,1
MhmmdSyanusi,EkaGustiwanaOfficial,Directed,913,,1
MhmmdSyanusi,anonim5800berkorban,Directed,914,,1
sultankimjongun6230,lethalova557klo,Directed,915,,1
RanggaPermadi-n8t,EkaGustiwanaOfficial,Directed,916,,1
rahmat-l7r,EkaGustiwanaOfficial,Directed,917,,1
rahmat-l7r,ferryirwandikita,Directed,918,,1
yayanKusdiana-g3j,EkaGustiwanaOfficial,Directed,919,,1
isnainiprazstya6810,EkaGustiwanaOfficial,Directed,920,,1
isnainiprazstya6810,cccmproject274gendeng,Directed,921,,1
XaXanbee,EkaGustiwanaOfficial,Directed,922,,1
dwiariyanto8124,EkaGustiwanaOfficial,Directed,923,,1
Dayukasem,EkaGustiwanaOfficial,Directed,924,,1
Dayukasem,sultankimjongun6230,Directed,925,,1
skychyyy,EkaGustiwanaOfficial,Directed,926,,1
skychyyy,sultankimjongun6230BUZZER,Directed,927,,1
MichaelRodney-l6h,adena774,Directed,928,,1
Kepalapundaklututkaki,EkaGustiwanaOfficial,Directed,929,,1
opinipublik8254,EkaGustiwanaOfficial,Directed,930,,1
AdrianLesmana-i1i,EkaGustiwanaOfficial,Directed,931,,1
joejordy7711,EkaGustiwanaOfficial,Directed,932,,1
AdrianLesmana-i1i,anonim5800kalo,Directed,933,,1
MuhammadIbrahim-r2s,EkaGustiwanaOfficial,Directed,934,,1
deniwidjayatri2673,EkaGustiwanaOfficial,Directed,935,,1
masdataid,EkaGustiwanaOfficial,Directed,936,,1
opiidadiyanti334,EkaGustiwanaOfficial,Directed,937,,1
opiidadiyanti334,Caninarah,Directed,938,,1
feriyantobudinugroho7537,EkaGustiwanaOfficial,Directed,939,,1
feriyantobudinugroho7537,sultankimjongun6230ini,Directed,940,,1
Kunnlynerr_Hijrah,EkaGustiwanaOfficial,Directed,941,,1
cvdinamika9634,EkaGustiwanaOfficial,Directed,942,,1
vivisari1377,EkaGustiwanaOfficial,Directed,943,,1
vivisari1377,sultankimjongun6230,Directed,944,,1
NgototGaming00,EkaGustiwanaOfficial,Directed,945,,1
NgototGaming00,sultankimjongun6230,Directed,946,,1
rifqiardhie8496,EkaGustiwanaOfficial,Directed,947,,1
rifqiardhie8496,bung,Directed,948,,1
antonoktaviana6414,EkaGustiwanaOfficial,Directed,949,,1
Twitter_Twitter,EkaGustiwanaOfficial,Directed,950,,1
OppoMulia-mf3el,EkaGustiwanaOfficial,Directed,951,,1
OppoMulia-mf3el,sultankimjongun6230fufufa,Directed,952,,1
pejuangrupiah7669,EkaGustiwanaOfficial,Directed,953,,1
KomodKomod-z4s,EkaGustiwanaOfficial,Directed,954,,1
KomodKomod-z4s,sultankimjongun6230dungu,Directed,955,,1
niiftywave,EkaGustiwanaOfficial,Directed,956,,1
KhususKontak-e9u,solehnakir8810alay,Directed,957,,1
MAS_BRO18,EkaGustiwanaOfficial,Directed,958,,1
Awesome-and-treesome,EkaGustiwanaOfficial,Directed,959,,1
mamameowbali,EkaGustiwanaOfficial,Directed,960,,1
mamameowbali,sultankimjongun6230,Directed,961,,1
RismaSriRahayu-f9f,EkaGustiwanaOfficial,Directed,962,,1
nauraaisyah1802,EkaGustiwanaOfficial,Directed,963,,1
ridwanridwan2656,EkaGustiwanaOfficial,Directed,964,,1
bagusrio8198,EkaGustiwanaOfficial,Directed,965,,1
bagusrio8198,ridwanridwan2656bisa,Directed,966,,1
habibtabina8163,EkaGustiwanaOfficial,Directed,967,,1
Awesome-and-treesome,nauraaisyah1802,Directed,968,,1
alitadnyana1218,EkaGustiwanaOfficial,Directed,969,,1
17nurhidayat,EkaGustiwanaOfficial,Directed,970,,1
sigityuniardi241,EkaGustiwanaOfficial,Directed,971,,1
Cyloss1965,EkaGustiwanaOfficial,Directed,972,,1
JagadRamadhan-212,EkaGustiwanaOfficial,Directed,973,,1
khanzazen2376,EkaGustiwanaOfficial,Directed,974,,1
khanzazen2376,sultankimjongun6230kamu,Directed,975,,1
Locky1406,EkaGustiwanaOfficial,Directed,976,,1
Locky1406,Caninarahko,Directed,977,,1
Locky1406,sultankimjongun6230yah,Directed,978,,1
afifsiera177,EkaGustiwanaOfficial,Directed,979,,1
marwan.z9628,EkaGustiwanaOfficial,Directed,980,,1
gamersdadakan2904,EkaGustiwanaOfficial,Directed,981,,1
suzanaidaayu3333,EkaGustiwanaOfficial,Directed,982,,1
anisa.chan_99,EkaGustiwanaOfficial,Directed,983,,1
anisa.chan_99,sultankimjongun6230mundur,Directed,984,,1
ngajiyai158,EkaGustiwanaOfficial,Directed,985,,1
sitizahrahchannel6649,EkaGustiwanaOfficial,Directed,986,,1
AingYueRien,EkaGustiwanaOfficial,Directed,987,,1
palagan2025,EkaGustiwanaOfficial,Directed,988,,1
taekdeh1866,EkaGustiwanaOfficial,Directed,989,,1
mumumutabiin8689,EkaGustiwanaOfficial,Directed,990,,1
mumumutabiin8689,sultankimjongun6230yang,Directed,991,,1
zafrangibran9453,EkaGustiwanaOfficial,Directed,992,,1
zafrangibran9453,ferryirwandibang,Directed,993,,1
gpusakaramaCHANNELid,EkaGustiwanaOfficial,Directed,994,,1
sultankimjongun6230,mumumutabiin8689,Directed,995,,1
